0.715335967	4.421049054	0
-1.726333544	7.537506155	3
6.445390629	0.622092587	5
9.479142478	-2.999355936	4
-1.316960564	2.844269469	2
1.026157995	4.530641251	0
1.010588967	4.16339944	0
-1.655401882	8.14749755	3
-1.134446518	2.789222513	2
0.500528508	4.031731453	0
6.409498148	0.845118008	5
-1.600743407	2.420273547	2
-0.877949442	7.748382061	3
-0.836259895	3.156928001	2
1.092480648	4.587409217	0
-0.384007101	8.64517396	3
5.863473676	-0.664637932	5
6.358343623	0.580726562	5
1.534341627	0.785437755	1
-1.480015502	6.578457161	3
-1.792399447	1.886668791	2
-0.127392366	6.282971247	3
8.293360071	-1.087571614	4
1.370650852	1.735425876	1
1.578382963	1.404988631	1
-1.737562212	7.542244984	3
-1.900428351	4.365031302	2
1.547048372	4.39504359	0
-0.884281054	2.429613066	2
8.754217824	-1.178886833	4
4.452198599	0.219417892	5
8.760247037	-1.086506526	4
4.560921397	0.868358752	5
5.56942695	-0.634457246	5
1.624597228	3.747163562	0
-0.855337507	7.901776581	3
-1.868553391	2.930991631	2
3.171456667	2.319580542	1
6.31698661	-0.600069161	5
8.272561356	-3.341207753	4
8.428135853	-2.879177938	4
-1.556366127	2.041812138	2
9.155004948	-0.638627001	4
0.936824327	1.227207436	1
0.095522949	3.920278223	2
11.00119273	-3.126181491	4
9.790618833	-1.354784951	4
4.749599737	1.178121857	5
0.323172217	3.869650079	0
-1.046805369	1.705165228	2
-0.702159316	3.409330059	2
-0.928561727	8.343141042	3
1.477830466	1.302100553	1
2.9393522	0.762720033	1
8.973668438	-2.053627708	4
-2.771269126	9.383829662	3
8.744730003	-1.62372408	4
8.733551919	-2.940914365	4
2.211473755	1.630142937	1
3.497474041	2.008049754	1
-0.937158042	2.568067939	2
2.678586047	3.213013071	0
-1.595952756	8.196571121	3
-0.9480611	3.535510377	2
0.685774965	4.077060265	0
-2.496546696	3.118170413	2
-0.234153307	4.144232117	0
-1.141790902	7.595963703	3
9.17297904	-1.522861769	4
5.695710508	-0.027837971	5
1.745053286	0.337072551	1
-2.445980652	3.551154494	2
2.487710634	0.741439593	1
